ID,Round_Numb,Year,Show,Date,Show_Round,Class_Short,Class Numb,Class_Round,Full_Group,Group_State,EA_Tot_Sc,EA_Tot_Rnk,MA_Tot_Sc,MA_Tot_Rnk,DA_Tot_Sc,DA_Tot_Rnk,Tot_GE_Sc,Tot_GE_Rnk,Subtot_Sc,Subtot_Rnk,Pen_Sc,Tot_Sc,Seed Score,Tot_Rnk,Ovr_Rnk,Attend,WC Round,Prv Class,Prv Attend,Prv WC Round,Prv Fin Score,Prv Fin Place,Fin Score,Fin Place,Finalist
22680,3,2015,Southwest Power Regional,3/15/2015,Finals,SO,4,-,Friendswood HS (TX),TX,14.65,8,14.35,8,14.9,7,30.1,7,74,7,0,74,75.50,7,7,1,2,6,0,0,0,0,81.9,19,0
22682,3,2015,Southwest Power Regional,3/15/2015,Finals,IO,3,-,Eclectix Independent (OK),OK,16.4,1,16.55,1,16.9,1,32.35,1,82.2,1,0,82.2,83.70,1,1,1,3,3,1,3,88.05,8,94.4,3,1
22683,3,2015,Southwest Power Regional,3/15/2015,Finals,IO,3,-,CGT Dallas (TX),TX,15.95,2,16.25,2,15.95,2,31.85,2,80,2,0,80,81.50,2,2,1,3,3,0,0,0,0,86.4,11,1
22684,3,2015,Southwest Power Regional,3/15/2015,Finals,IO,3,-,Redemption Guard (TX),TX,15.95,2,15.4,3,15.6,3,31.45,3,78.4,3,0,78.4,79.90,3,3,1,2,1,1,2,83.05,24,81.8,21,0
22685,3,2015,Southwest Power Regional,3/15/2015,Finals,IO,3,-,Brenham Independent (TX),TX,15.55,4,15.35,4,15.6,3,30.15,4,76.65,4,0,76.65,78.15,4,4,1,2,1,1,3,94.525,2,81.7,19,0
22686,3,2015,Southwest Power Regional,3/15/2015,Finals,SW,6,-,Claudia Taylor Johnson HS (TX),TX,15.2,1,14.85,1,14.65,1,29.15,1,73.85,1,0.1,73.75,75.25,1,1,1,2,6,0,0,0,0,79.1,17,0
22687,3,2015,Southwest Power Regional,3/15/2015,Finals,IW,5,-,Cypress Independent (TX),TX,16.7,1,16.95,1,16.75,1,33.15,1,83.55,1,0,83.55,85.05,1,1,1,3,5,1,3,91.3,6,87.8,10,1
22688,3,2015,Southwest Power Regional,3/15/2015,Finals,IW,5,-,Black Gold (TX),TX,16.4,2,16.8,2,16.35,2,32.5,2,82.05,2,0,82.05,83.55,2,2,1,3,5,1,2,80.2,17,87.6,11,1
22689,3,2015,Southwest Power Regional,3/15/2015,Finals,IW,5,-,Identity (TX),TX,14.45,3,14.25,3,13.6,3,27.45,3,69.75,3,0,69.75,71.25,3,3,1,1,5,1,1,77.6,22,74.2,24,0
22690,3,2015,Mid East Power Regional,3/15/2015,Finals,SA,2,-,Castle HS (IN),IN,16.81,1,16.64,1,16.9,1,34.5,1,84.85,1,0,84.85,86.35,1,1,1,3,2,1,2,87.53,16,90.435,6,1
22691,3,2015,Mid East Power Regional,3/15/2015,Finals,SA,2,-,Floyd Central HS (IN),IN,16.535,2,15.905,3,16.75,2,33.9,3,83.09,2,0,83.09,84.59,2,2,1,2,2,0,0,0,0,86.46,37,0
22692,3,2015,Mid East Power Regional,3/15/2015,Finals,SA,2,-,Jenison HS (MI),MI,16.505,3,15.71,4,16.7,3,34.15,2,83.065,3,0,83.065,84.57,3,3,1,2,2,1,2,86.835,18,84.31,27,0
22693,3,2015,Mid East Power Regional,3/15/2015,Finals,SA,2,-,Lake Park HS (IL),IL,16.475,4,16.305,2,16.6,4,33.2,4,82.58,4,0,82.58,84.08,4,4,1,2,2,1,2,85.66,24,86.77,14,0
22694,3,2015,Mid East Power Regional,3/15/2015,Finals,SA,2,-,Dobyns-Bennett HS (TN),TN,16.47,5,15.175,7,16.2,5,32.75,5,80.595,5,0,80.595,82.10,5,5,1,2,2,0,0,0,0,84.1,29,0
22695,3,2015,Mid East Power Regional,3/15/2015,Finals,SA,2,-,Colerain HS (OH),OH,15.54,9,15.07,8,15.5,8,32.35,6,78.46,6,0,78.46,79.96,6,6,1,2,2,1,2,81.135,41,84.1,29,0
22696,3,2015,Mid East Power Regional,3/15/2015,Finals,SA,2,-,Kokomo HS (IN),IN,15.55,8,15.305,6,15.55,7,31.9,8,78.305,7,0,78.305,79.81,7,7,1,2,2,1,2,81.865,37,84.38,39,0
22697,3,2015,Mid East Power Regional,3/15/2015,Finals,SA,2,-,Milford HS (OH),OH,15.28,10,14.65,10,16.1,6,31.95,7,77.98,8,0,77.98,79.48,8,8,1,2,4,1,1,73.8,34,82.62,57,0
22698,3,2015,Mid East Power Regional,3/15/2015,Finals,SA,2,-,LaPorte HS (IN),IN,15.64,7,15.025,9,15.3,9,31.55,9,77.515,9,0,77.515,79.02,9,9,1,2,2,1,1,79.64,54,78.7,64,0
22700,3,2015,Mid East Power Regional,3/15/2015,Finals,SA,2,-,Paul Laurence Dunbar HS (KY),KY,14.975,11,13.955,14,14.85,10,30.55,11,74.33,11,0,74.33,75.83,11,11,1,2,2,0,0,0,0,81.14,47,0
22701,3,2015,Mid East Power Regional,3/15/2015,Finals,SA,2,-,Archbishop Carroll HS (OH),OH,14.655,13,14.215,11,14.25,13,30.1,12,73.22,12,0,73.22,74.72,12,12,1,2,2,0,0,0,0,79.03,61,0
22702,3,2015,Mid East Power Regional,3/15/2015,Finals,SA,2,-,Eastern HS (KY),KY,14.835,12,14.01,13,14.7,12,29.3,13,72.845,13,0,72.845,74.35,13,13,1,1,2,0,0,0,0,75.81,75,0
22703,3,2015,Mid East Power Regional,3/15/2015,Finals,SA,2,-,Dixie Heights HS (KY),KY,14.31,14,14.145,12,14.2,14,29.05,14,71.705,14,0,71.705,73.21,14,14,1,1,2,0,0,0,0,78.55,64,0
22704,3,2015,Mid East Power Regional,3/15/2015,Finals,SW,6,-,Lake Central HS (IN),IN,15.55,6,15.35,6,14.8,6,31.15,6,76.85,6,0,76.85,78.35,6,6,1,3,6,1,1,65.9,22,86.05,11,1
22705,3,2015,Mid East Power Regional,3/15/2015,Finals,SW,6,-,Northview HS (IN),IN,15.05,7,15.35,6,14.7,7,30.85,7,75.95,7,0.1,75.85,77.35,7,7,1,2,6,1,2,76,19,76.9,18,0
22706,3,2015,Mid East Power Regional,3/15/2015,Finals,SW,6,-,Norwin HS (PA),PA,15,8,15.2,8,14.6,8,29.8,8,74.6,8,0,74.6,76.10,8,8,1,2,6,1,3,85.75,9,76.5,20,0
22707,3,2015,Mid East Power Regional,3/15/2015,Finals,IW,5,-,Onyx (OH),OH,18.35,1,18.7,1,18.65,1,37.15,1,92.85,1,0,92.85,94.35,1,1,1,3,5,1,3,99.1,1,96.4,2,1
22708,3,2015,Mid East Power Regional,3/15/2015,Finals,IW,5,-,Pride of Cincinnati (OH),OH,18.15,2,18.35,2,18.4,2,36.55,2,91.45,2,0,91.45,92.95,2,2,1,3,5,0,0,0,0,96.3,3,1
22709,3,2015,Mid East Power Regional,3/15/2015,Finals,IW,5,-,Paramount (GA),GA,16.8,3,16.9,3,17.2,3,34.6,3,85.5,3,0,85.5,87.00,3,3,1,3,5,1,2,81.9,16,90.4,7,1
22710,3,2015,Mid East Power Regional,3/15/2015,Finals,IW,5,-,Emanon (NJ),NJ,16.5,4,16.6,4,15.4,4,32.95,4,81.45,4,0,81.45,82.95,4,4,1,3,5,1,3,89,8,84.8,13,1
22711,3,2015,Mid East Power Regional,3/15/2015,Finals,IW,5,-,O2 (OH),OH,15.75,5,15.65,5,15.4,4,31.7,5,78.5,5,0,78.5,80.00,5,5,1,2,5,1,3,85.3,12,80.2,19,0
22712,3,2015,Mid East Power Regional,3/15/2015,Finals,IW,5,-,Avidity Independent (MO),MO,14.75,6,14.8,6,14.6,6,28.85,6,73,6,0.1,72.9,74.40,6,6,1,1,3,1,3,94.7,2,74.6,23,0
22713,3,2015,Southwest Power Regional,3/15/2015,Finals,SA,2,-,Eastlake HS (TX),TX,17.31,1,17.365,2,17.1,1,34.6,1,86.375,1,0,86.375,87.88,1,1,1,3,2,1,1,79.44,56,93.975,2,1
22714,3,2015,Southwest Power Regional,3/15/2015,Finals,SA,2,-,Americas HS (TX),TX,17.11,2,17.375,1,17.1,1,34.35,2,85.935,2,0,85.935,87.44,2,2,1,3,4,1,1,77.7,29,90.18,7,1
22715,3,2015,Southwest Power Regional,3/15/2015,Finals,SA,2,-,Clements HS (TX),TX,16.83,4,16.875,3,16.95,3,33.35,3,84.005,3,0,84.005,85.51,3,3,1,2,2,0,0,0,0,86.65,17,0
22716,3,2015,Southwest Power Regional,3/15/2015,Finals,SA,2,-,Bryan HS (TX),TX,16.91,3,16.875,3,16.65,4,33.05,4,83.485,4,0,83.485,84.99,4,4,1,3,2,0,0,0,0,87.18,11,1
22717,3,2015,Southwest Power Regional,3/15/2015,Finals,SA,2,-,Aledo HS (TX),TX,16.54,6,16.175,9,16.1,6,32.4,5,81.215,5,0,81.215,82.72,5,5,1,3,2,0,0,0,0,87.6,14,1
22718,3,2015,Southwest Power Regional,3/15/2015,Finals,SA,2,-,Hendrickson HS (TX),TX,16.705,5,16.575,6,16.25,5,31.15,10,80.68,6,0,80.68,82.18,6,6,1,2,2,0,0,0,0,84.36,31,0
22719,3,2015,Southwest Power Regional,3/15/2015,Finals,SA,2,-,Saginaw HS (TX),TX,16.135,8,16.27,8,15.75,7,31.95,8,80.105,7,0,80.105,81.61,7,7,1,2,2,0,0,0,0,83.81,36,0
22725,3,2015,Southwest Power Regional,3/15/2015,Finals,SA,2,-,Dawson HS (TX),TX,15.51,12,15.61,13,15.1,12,30.15,14,76.37,13,0,76.37,77.87,13,13,1,2,2,0,0,0,0,81.72,44,0
22727,3,2015,Southwest Power Regional,3/15/2015,Finals,SA,2,-,Kickapoo HS (MO),MO,15.075,16,15.11,16,14.95,13,29.8,16,74.935,15,0,74.935,76.44,15,15,1,2,2,1,2,80.61,45,83.31,38,0
22731,3,2015,Southwest Power Regional,3/15/2015,Finals,SA,2,-,Azle HS (TX),TX,14.14,20,15.105,17,13.7,20,28.25,19,71.195,19,0,71.195,72.70,19,19,1,1,2,0,0,0,0,77.03,68,0
22733,3,2015,Southwest Power Regional,3/15/2015,Finals,IA,1,-,Americas Independent (TX),TX,16.675,1,16.64,1,16.9,1,33.65,1,83.865,1,0.1,83.765,85.27,1,1,1,3,1,1,2,83.61,23,93.535,4,1
22734,3,2015,Southwest Power Regional,3/15/2015,Finals,IA,1,-,ATX Winterguard (TX),TX,16.105,2,15.97,2,15.9,2,31.45,2,79.425,2,0,79.425,80.93,2,2,1,3,1,1,3,87.65,10,87.3,11,1
22735,3,2015,Southwest Power Regional,3/15/2015,Finals,IA,1,-,Capriccio Independent Winterguard (TX),TX,15.38,3,15.31,3,14.4,3,29.7,3,74.79,3,0,74.79,76.29,3,3,1,2,1,0,0,0,0,81.53,28,0
22736,3,2015,Southwest Power Regional,3/15/2015,Finals,SO,4,-,James Bowie HS (TX),TX,16.55,2,16.7,2,16.85,1,33.65,1,83.75,1,0,83.75,85.25,1,1,1,3,4,1,3,86.7,11,92.15,4,1
22737,3,2015,Southwest Power Regional,3/15/2015,Finals,SO,4,-,Marcus HS (TX),TX,17,1,16.9,1,16.65,2,32.95,2,83.5,2,0,83.5,85.00,2,2,1,3,4,0,0,0,0,93.55,3,1
22738,1,2015,Mid East Power Regional,3/14/2015,Prelims,SA,2,Round 1,Floyd Central HS (IN),IN,16.33,2,15.55,1,16.3,1,32.7,1,80.88,1,0,80.88,82.38,1,2,1,2,2,0,0,0,0,86.46,37,0
22739,1,2015,Mid East Power Regional,3/14/2015,Prelims,SA,2,Round 1,Dobyns-Bennett HS (TN),TN,16.47,1,15.08,3,15.4,2,32.6,2,79.55,2,0,79.55,81.05,2,5,1,2,2,0,0,0,0,84.1,29,0
22741,1,2015,Mid East Power Regional,3/14/2015,Prelims,SA,2,Round 1,Archbishop Carroll HS (OH),OH,15.22,5,14.62,4,13.8,7,31.9,3,75.54,4,0,75.54,77.04,4,12,1,2,2,0,0,0,0,79.03,61,0
22742,1,2015,Mid East Power Regional,3/14/2015,Prelims,SA,2,Round 1,Lockport Township HS (IL),IL,15.41,4,14.02,6,14.7,4,28.6,7,72.73,5,0,72.73,74.23,5,15,1,1,2,1,1,77.02,68,74.99,80,0
22743,1,2015,Mid East Power Regional,3/14/2015,Prelims,SA,2,Round 1,Naperville Central HS (IL),IL,15.07,6,14.19,5,13.7,8,29.3,5,72.26,6,0,72.26,73.76,6,16,1,1,2,1,1,76.87,71,74.49,83,0
22744,1,2015,Mid East Power Regional,3/14/2015,Prelims,SA,2,Round 1,Lakota East HS (OH),OH,14.08,8,13.68,8,14.5,5,28.9,6,71.16,7,0,71.16,72.66,7,21,1,1,2,1,1,70.2,100,72.47,98,0
22745,1,2015,Mid East Power Regional,3/14/2015,Prelims,SA,2,Round 1,East Central HS (TX),TX,14.82,7,13.69,7,14,6,27.9,9,70.41,8,0,70.41,71.91,8,23,1,1,2,1,1,80.18,50,72.53,97,0
22746,1,2015,Mid East Power Regional,3/14/2015,Prelims,SA,2,Round 1,Springboro HS (OH),OH,13.89,9,13.49,9,13.4,9,28.6,7,69.38,9,0,69.38,70.88,9,24,1,1,2,1,1,77.86,64,70.53,113,0
22747,1,2015,Mid East Power Regional,3/14/2015,Prelims,SO,4,-,Lafayette Jefferson HS (IN),IN,13.6,11,14.1,10,13.6,12,27.3,10,68.6,11,0,68.6,70.10,11,11,1,1,4,1,1,75.4,32,75,31,0
22748,1,2015,Mid East Power Regional,3/14/2015,Prelims,SO,4,-,Lakota West HS (OH),OH,13.1,12,14.2,9,14.2,11,26.2,12,67.7,12,0.3,67.4,68.90,12,12,1,1,2,1,3,94.75,2,71.2,39,0
22749,1,2015,Mid East Power Regional,3/14/2015,Prelims,IO,3,-,Interplay (MI),MI,17.9,1,18.1,1,17.8,1,34.1,1,87.9,1,0,87.9,89.40,1,1,1,3,3,1,3,85.8,12,96.05,1,1
22750,1,2015,Mid East Power Regional,3/14/2015,Prelims,IO,3,-,Juxtaposition (OH),OH,16.3,2,15.4,2,16.2,2,32.3,2,80.2,2,0,80.2,81.70,2,2,1,3,5,1,1,73.1,25,92.05,5,1
22751,1,2015,Mid East Power Regional,3/14/2015,Prelims,IO,3,-,Luminosa (NY),NY,15.2,3,14.5,4,14.6,4,30.1,3,74.4,3,0,74.4,75.90,3,3,1,1,3,1,1,79.8,27,78.2,25,0
22752,1,2015,Mid East Power Regional,3/14/2015,Prelims,IO,3,-,Independence Winter Guard (IL),IL,14.3,4,14.6,3,14.9,3,29.1,4,72.9,4,0,72.9,74.40,4,4,1,1,1,1,1,77.82,48,77.6,28,0
22753,1,2015,Mid East Power Regional,3/14/2015,Prelims,SW,6,-,Carmel HS (IN),IN,17.6,1,17.6,1,17.4,1,35.5,1,88.1,1,0,88.1,89.60,1,1,1,3,6,1,3,95.95,2,97.65,1,1
22754,1,2015,Mid East Power Regional,3/14/2015,Prelims,SW,6,-,Warren Central HS (IN),IN,16.9,2,17.2,2,16.9,2,34.2,3,85.2,2,0,85.2,86.70,2,2,1,3,6,1,3,89.55,6,90.65,5,1
22755,1,2015,Mid East Power Regional,3/14/2015,Prelims,SW,6,-,Avon HS (IN),IN,16.5,3,17.1,3,16.6,3,34.6,2,84.8,3,0,84.8,86.30,3,3,1,3,6,1,3,92.6,5,93.55,4,1
22756,1,2015,Mid East Power Regional,3/14/2015,Prelims,SW,6,-,Miamisburg HS (OH),OH,15.9,5,16,4,15.6,4,32.7,5,80.2,4,0,80.2,81.70,4,4,1,3,6,1,3,83.7,12,86.75,10,1
22757,1,2015,Mid East Power Regional,3/14/2015,Prelims,SW,6,-,Center Grove HS (IN),IN,16.1,4,15.3,7,14.9,6,33.2,4,79.5,5,0,79.5,81.00,5,5,1,3,6,1,2,78.4,16,82.8,14,1
22758,1,2015,Mid East Power Regional,3/14/2015,Prelims,SW,6,-,Lake Central HS (IN),IN,15.5,6,15,8,15.1,5,32,6,77.6,6,0,77.6,79.10,6,6,1,3,6,1,1,65.9,22,86.05,11,1
22759,1,2015,Mid East Power Regional,3/14/2015,Prelims,SW,6,-,Northview HS (IN),IN,14.8,7,15.7,6,14.6,7,31.1,7,76.2,7,0,76.2,77.70,7,7,1,2,6,1,2,76,19,76.9,18,0
22760,1,2015,Mid East Power Regional,3/14/2015,Prelims,SW,6,-,Norwin HS (PA),PA,14.7,8,15.9,5,14.3,8,29.9,8,74.8,8,0,74.8,76.30,8,8,1,2,6,1,3,85.75,9,76.5,20,0
22761,1,2015,Mid East Power Regional,3/14/2015,Prelims,IW,5,-,Onyx (OH),OH,18.2,1,18.5,1,18.6,1,37.2,1,92.5,1,0.1,92.4,93.90,1,1,1,3,5,1,3,99.1,1,96.4,2,1
22762,1,2015,Mid East Power Regional,3/14/2015,Prelims,IW,5,-,Pride of Cincinnati (OH),OH,18,2,18.2,2,18.4,2,36.9,2,91.5,2,0,91.5,93.00,2,2,1,3,5,0,0,0,0,96.3,3,1
22763,1,2015,Mid East Power Regional,3/14/2015,Prelims,IW,5,-,Paramount (GA),GA,16.5,4,16.8,3,17.3,3,34.9,3,85.5,3,0.1,85.4,86.90,3,3,1,3,5,1,2,81.9,16,90.4,7,1
22764,1,2015,Mid East Power Regional,3/14/2015,Prelims,IW,5,-,Emanon (NJ),NJ,16.6,3,16.3,4,16.5,4,32.4,4,81.8,4,0,81.8,83.30,4,4,1,3,5,1,3,89,8,84.8,13,1
22765,1,2015,Mid East Power Regional,3/14/2015,Prelims,IW,5,-,O2 (OH),OH,15.6,5,15.3,5,15.7,5,31,5,77.6,5,0,77.6,79.10,5,5,1,2,5,1,3,85.3,12,80.2,19,0
22766,1,2015,Mid East Power Regional,3/14/2015,Prelims,IW,5,-,Avidity Independent (MO),MO,14.7,6,14.1,6,14.6,6,28.1,6,71.5,6,0.1,71.4,72.90,6,6,1,1,3,1,3,94.7,2,74.6,23,0
22767,1,2015,Norfolk Regional,3/14/2015,Prelims,SA,2,Round 1,Northwest Guilford HS (NC),NC,15.81,1,15.01,3,16.5,1,31,1,78.32,1,0,78.32,79.82,1,2,1,2,2,1,1,77.14,67,84.08,35,0
22771,1,2015,Norfolk Regional,3/14/2015,Prelims,SA,2,Round 1,North Stafford HS (VA),VA,14.81,4,14.67,4,15.5,6,27.7,5,72.68,5,0,72.68,74.18,5,11,1,1,2,0,0,0,0,73.69,92,0
22776,3,2015,Norfolk Regional,3/14/2015,Finals,SA,2,-,Corinth Holders HS (NC),NC,15.94,5,15.47,5,15.5,6,29.3,7,76.21,6,0,76.21,77.71,6,6,1,1,2,1,2,82.315,34,79.83,59,0
22780,3,2015,Norfolk Regional,3/14/2015,Finals,SA,2,-,North Stafford HS (VA),VA,14.68,10,13.94,12,14.6,9,28.4,11,71.62,10,0,71.62,73.12,10,10,1,1,2,0,0,0,0,73.69,92,0
22782,3,2015,Norfolk Regional,3/14/2015,Finals,SA,2,-,Powhatan HS (VA),VA,14.21,12,14.73,8,14.1,11,27.6,12,70.64,12,0,70.64,72.14,12,12,1,1,2,0,0,0,0,73.44,93,0
22783,3,2015,Norfolk Regional,3/14/2015,Finals,IA,1,-,Legacy presented by Carolina Gold (NC),NC,16.34,1,17.27,1,16.6,1,33.1,1,83.31,1,0,83.31,84.81,1,1,1,3,1,1,2,81.78,31,85.74,15,1
22784,3,2015,Norfolk Regional,3/14/2015,Finals,IA,1,-,Carolina Visual Productions (NC),NC,15.88,2,16.28,2,16.1,2,29.4,2,77.66,2,0,77.66,79.16,2,2,1,2,1,1,2,85.47,17,82.43,33,0
22785,3,2015,Norfolk Regional,3/14/2015,Finals,IA,1,-,JMU Nuance (VA),VA,15.48,3,15.55,3,15.6,4,29.1,3,75.73,3,0,75.73,77.23,3,3,1,2,1,1,1,76.33,54,81.88,29,0
22786,3,2015,Norfolk Regional,3/14/2015,Finals,IA,1,-,Co-Motion (NJ),NJ,15.47,4,14.95,4,15.8,3,27.8,4,74.02,4,0,74.02,75.52,4,4,1,2,1,1,2,82.56,27,80.39,36,0
22787,3,2015,Norfolk Regional,3/14/2015,Finals,IA,1,-,Eastern Independent Winterguard (NC),NC,15.01,5,14.94,5,14.4,5,26.7,5,71.05,5,0,71.05,72.55,5,5,1,1,1,1,1,77.91,47,74.66,57,0
22788,3,2015,Norfolk Regional,3/14/2015,Finals,SO,4,-,Cape Fear HS (NC),NC,16,1,15.7,1,16.6,1,31.5,1,79.8,1,0,79.8,81.30,1,1,1,3,4,1,3,88.6,7,90.75,5,1
22789,3,2015,Norfolk Regional,3/14/2015,Finals,IO,3,-,Stonewall Independent (VA),VA,16.8,1,16.6,1,16.8,1,33.2,1,83.4,1,0,83.4,84.90,1,1,1,3,3,1,3,84.15,14,88.7,9,1
22790,3,2015,Norfolk Regional,3/14/2015,Finals,IO,3,-,Phoenix Independent (OH),OH,15.7,2,16.2,2,15.7,2,31,2,78.6,2,0,78.6,80.10,2,2,1,2,3,1,1,73.3,34,83.3,18,0
22791,3,2015,Norfolk Regional,3/14/2015,Finals,SW,6,-,West Johnston HS (NC),NC,13.7,1,13.7,1,13.7,1,26.4,1,67.5,1,0,67.5,69.00,1,1,1,1,6,1,2,73.8,20,73.7,21,0
22792,1,2015,Pensacola Regional,3/14/2015,Prelims,SA,2,Round 1,Mandeville HS (LA),LA,16.54,1,16.47,1,16.3,1,32.5,1,81.81,1,0,81.81,83.31,1,1,1,2,2,0,0,0,0,84.53,25,0
22793,1,2015,Pensacola Regional,3/14/2015,Prelims,SA,2,Round 1,Daphne HS (AL),AL,15.62,3,15.67,2,14.7,5,32.1,2,78.09,2,0,78.09,79.59,2,5,1,2,2,1,2,83.545,31,83.83,40,0
22795,1,2015,Pensacola Regional,3/14/2015,Prelims,SA,2,Round 1,Denham Springs HS (LA),LA,15.42,5,14.81,5,15.6,3,30.8,4,76.63,4,0,76.63,78.13,4,12,1,1,2,0,0,0,0,76.79,69,0
22799,1,2015,Pensacola Regional,3/14/2015,Prelims,SA,2,Round 1,Murphy HS (OK),OK,14.35,9,14.27,7,12.9,9,27.6,8,69.12,8,0,69.12,70.62,8,25,1,1,2,0,0,0,0,69.92,116,0
22802,1,2015,Pensacola Regional,3/14/2015,Prelims,SA,2,Round 2,East Coweta HS (GA),GA,15.96,2,15.14,5,16.6,1,32.8,1,80.5,1,0,80.5,82.00,1,2,1,3,2,1,2,85.07,26,87.88,13,1
22803,1,2015,Pensacola Regional,3/14/2015,Prelims,SA,2,Round 2,Pace HS (FL),FL,16.41,1,15.02,6,16.2,2,31.7,2,79.33,2,0,79.33,80.83,2,4,1,2,2,1,3,90.89,5,84.81,22,0
22812,1,2015,Pensacola Regional,3/14/2015,Prelims,SA,2,Round 3,Hardin Valley Academy (TN),TN,16.01,1,16,2,16.4,2,31.6,1,80.01,1,0,80.01,81.51,1,3,1,2,2,1,1,80.13,52,83.24,56,0
22821,1,2015,Pensacola Regional,3/14/2015,Prelims,SA,2,Round 3,Saraland HS (AL),AL,11.69,11,11.41,11,12.4,11,25.9,10,61.4,10,0,61.4,62.90,10,30,1,1,2,0,0,0,0,67.26,120,0
22825,1,2015,Pensacola Regional,3/14/2015,Prelims,IA,1,-,Voodoo Independent Guard (LA),LA,14.42,3,14.01,3,15.4,3,29.1,3,72.93,3,0,72.93,74.43,3,3,1,1,1,1,1,69.18,70,76.56,50,0
22826,1,2015,Pensacola Regional,3/14/2015,Prelims,SO,4,-,Destrehan HS (LA),LA,14.4,1,14.6,1,14.7,1,29,1,72.7,1,0,72.7,74.20,1,1,1,1,2,1,2,81.65,39,78,28,0
22827,1,2015,Pensacola Regional,3/14/2015,Prelims,IO,3,-,Alta Marea (AL),AL,16,1,16.1,1,16.9,1,32.6,1,81.6,1,0,81.6,83.10,1,1,1,3,3,1,3,85.95,11,89.7,6,1
22832,3,2015,Pensacola Regional,3/14/2015,Finals,IA,1,-,Voodoo Independent Guard (LA),LA,14.35,3,14.34,3,15.5,3,29.3,3,73.49,3,0,73.49,74.99,3,3,1,1,1,1,1,69.18,70,76.56,50,0
22833,3,2015,Pensacola Regional,3/14/2015,Finals,SO,4,-,Destrehan HS (LA),LA,14.5,1,14.6,1,14.9,1,28.8,1,72.8,1,0,72.8,74.30,1,1,1,1,2,1,2,81.65,39,78,28,0
22834,3,2015,Pensacola Regional,3/14/2015,Finals,IO,3,-,Alta Marea (AL),AL,16.2,1,16.4,1,17.1,1,33.6,1,83.3,1,0,83.3,84.80,1,1,1,3,3,1,3,85.95,11,89.7,6,1
22836,3,2015,Pensacola Regional,3/14/2015,Finals,IO,3,-,Eklipse (TN),TN,14.5,3,13.3,3,14,3,28.5,3,70.3,3,0,70.3,71.80,3,3,1,1,3,1,1,74.3,32,74.4,33,0
22837,3,2015,Pensacola Regional,3/14/2015,Finals,SW,6,-,Choctawhatchee HS (FL),FL,13.2,1,13,1,13.5,1,26.7,1,66.4,1,0,66.4,67.90,1,1,1,1,6,1,3,83.15,13,72.1,23,0
22839,1,2015,Phoenix Regional,3/14/2015,Prelims,SA,2,-,Diamond Bar HS (CA),CA,16.28,1,16.4,1,16.2,1,32.8,1,81.68,1,0,81.68,83.18,1,1,1,3,2,0,0,0,0,92.795,3,1
22840,1,2015,Phoenix Regional,3/14/2015,Prelims,SA,2,-,Corona Del Sol HS (AZ),AZ,15.42,2,16.2,2,15.4,2,31.1,3,78.12,2,0,78.12,79.62,2,2,1,2,2,0,0,0,0,80.17,59,0
22851,3,2015,Phoenix Regional,3/14/2015,Finals,IW,5,-,FeniX Independent (AZ),AZ,16.1,1,15.4,1,15.6,1,31,1,78.1,1,0,78.1,79.60,1,1,1,3,5,1,3,84.8,13,83.9,14,1
22852,1,2015,Southwest Power Regional,3/14/2015,Prelims,SA,2,Round 1,Eastlake HS (TX),TX,16.74,1,16.74,2,17.2,1,34.2,1,84.88,1,0,84.88,86.38,1,1,1,3,2,1,1,79.44,56,93.975,2,1
22853,1,2015,Southwest Power Regional,3/14/2015,Prelims,SA,2,Round 1,Bryan HS (TX),TX,16.33,2,16.54,3,16.7,2,32.7,2,82.27,2,0,82.27,83.77,2,4,1,3,2,0,0,0,0,87.18,11,1
22862,1,2015,Southwest Power Regional,3/14/2015,Prelims,SA,2,Round 2,Clements HS (TX),TX,16.14,1,16.08,5,16.3,1,34,1,82.52,1,0,82.52,84.02,1,3,1,2,2,0,0,0,0,86.65,17,0
22863,1,2015,Southwest Power Regional,3/14/2015,Prelims,SA,2,Round 2,Hendrickson HS (TX),TX,15.41,4,16.87,2,16.2,2,32.6,2,81.08,2,0,81.08,82.58,2,5,1,2,2,0,0,0,0,84.36,31,0
22867,1,2015,Southwest Power Regional,3/14/2015,Prelims,SA,2,Round 2,Azle HS (TX),TX,14.68,8,16.54,3,13.6,6,30,6,74.82,6,0,74.82,76.32,6,20,1,1,2,0,0,0,0,77.03,68,0
22871,1,2015,Southwest Power Regional,3/14/2015,Prelims,SO,4,-,Union HS (OK),OK,16.1,3,15.3,6,15.8,6,30.8,3,78,5,0,78,79.50,5,5,1,3,4,0,0,0,0,84,15,1
22872,1,2015,Southwest Power Regional,3/14/2015,Prelims,SO,4,-,Klein Collins HS (TX),TX,15.5,6,15,7,16.2,4,29.1,7,75.8,6,0,75.8,77.30,6,6,1,1,2,1,3,91.225,4,78.8,25,0
22873,1,2015,Southwest Power Regional,3/14/2015,Prelims,SO,4,-,Friendswood HS (TX),TX,14.9,9,14,10,15.2,7,30.1,6,74.2,7,0,74.2,75.70,7,7,1,2,6,0,0,0,0,81.9,19,0
22877,1,2015,Southwest Power Regional,3/14/2015,Prelims,IO,3,-,Eclectix Independent (OK),OK,15.7,2,15,4,16.6,1,32.1,1,79.4,1,0,79.4,80.90,1,1,1,3,3,1,3,88.05,8,94.4,3,1
